Sentences,Sentiment,Positive,Negative,Neutral,Compound
"And, when someone was in such pursuit, the entire universe made
an ef fort to help him succeed—that's what the old king had said","{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.4019}",0.105,0.0,0.895,0.4019
"He
couldn't have been wrong.
""I had never heard of alchemists before,"" the boy said","{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.3724}",0.154,0.0,0.846,0.3724
"""Maybe no one here
has, either .""","{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",0.0,0.268,0.732,-0.296
The Englishman's eyes lit up,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"""That's it! Maybe no one here knows what an
alchemist is! Find out who it is who cures the people's illnesses!""
Several women dressed in black came to the well for water , but the boy
would speak to none of them, despite the Englishman's insistence","{'neg': 0.053, 'neu': 0.914, 'pos': 0.033, 'compound': -0.2325}",0.033,0.053,0.914,-0.2325
"Then a
man approached.
""Do you know someone here who cures people's illnesses?"" the boy asked.
""Allah cures our illnesses,"" said the man, clearly frightened of the strangers.
""You're looking for witch doctors."" He spoke some verses from the Koran,
and moved on.
Another man appeared","{'neg': 0.108, 'neu': 0.838, 'pos': 0.054, 'compound': -0.4019}",0.054,0.108,0.838,-0.4019
"He was older , and was carrying a small bucket","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"The
boy repeated his question.
""Why do you want to find that sort of person?"" the Arab asked.
""Because my friend here has traveled for many months in order to meet
with him,"" the boy said.
""If such a man is here at the oasis, he must be the very powerful one,"" said
the old man after thinking for a few moments","{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.7645}",0.118,0.0,0.882,0.7645
"""Not even the tribal
chieftains are able to see him when they want to","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.0772}",0.091,0.0,0.909,0.0772
"Only when he consents.
""Wait for the end of the war ","{'neg': 0.262, 'neu': 0.604, 'pos': 0.134, 'compound': -0.4404}",0.134,0.262,0.604,-0.4404
Then leave with the caravan,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.0516}",0.0,0.231,0.769,-0.0516
"Don't try to enter
into the life of the oasis,"" he said, and walked away .
But the Englishman was exultant","{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.7579}",0.224,0.0,0.776,0.7579
"They were on the right track.
Finally , a young woman approached who was not dressed in black","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"She had
a vessel on her shoulder , and her head was covered by a veil, but her face
was uncovered","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"The boy approached her to ask about the alchemist.
At that moment, it seemed to him that time stood still, and the Soul of the
World sur ged within him","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"When he looked into her dark eyes, and saw that
her lips were poised between a laugh and silence, he learned the most
important part of the language that all the world spoke—the language that","{'neg': 0.0, 'neu': 0.801, 'pos': 0.199, 'compound': 0.7713}",0.199,0.0,0.801,0.7713
everyone on earth was capable of understanding in their heart,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.3818}",0.224,0.0,0.776,0.3818
"It was love.
Something older than humanity , more ancient than the desert","{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.6369}",0.276,0.0,0.724,0.6369
"Something
that exerted the same force whenever two pairs of eyes met, as had theirs
here at the well","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.2732}",0.104,0.0,0.896,0.2732
"She smiled, and that was certainly an omen—the omen he
had been awaiting, without even knowing he was, for all his life","{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.7096}",0.228,0.0,0.772,0.7096
"The omen
he had sought to find with his sheep and in his books, in the crystals and in
the silence of the desert.
It was the pure Language of the W orld","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"It required no explanation, just as
the universe needs none as it travels through endless time","{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.296}",0.0,0.128,0.872,-0.296
"What the boy felt
at that moment was that he was in the presence of the only woman in his
life, and that, with no need for words, she recognized the same thing.
He was more certain of it than of anything in the world","{'neg': 0.046, 'neu': 0.903, 'pos': 0.05, 'compound': 0.0498}",0.05,0.046,0.903,0.0498
"He had been told
by his parents and grandparents that he must fall in love and really know a
person before becoming committed","{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.743}",0.24,0.0,0.76,0.743
"But maybe people who felt that way
had never learned the universal language","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"Because, when you know that
language, it's easy to understand that someone in the world awaits you,
whether it's in the middle of the desert or in some great city ","{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.8074}",0.235,0.0,0.765,0.8074
"And when two
such people encounter each other , and their eyes meet, the past and the
future become unimportant","{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.3182}",0.0,0.113,0.887,-0.3182
"There is only that moment, and the incredible
certainty that everything under the sun has been written by one hand only ","{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.6369}",0.215,0.0,0.785,0.6369
"It
is the hand that evokes love, and creates a twin soul for every person in the
world","{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.8591}",0.404,0.0,0.596,0.8591
"W ithout such love, one's dreams would have no meaning.
Maktub, thought the boy .
The Englishman shook the boy: ""Come on, ask her!""
The boy stepped closer to the girl, and when she smiled, he did the same.
""What's your name?"" he asked.
""Fatima,"" the girl said, averting her eyes.
""That's what some women in my country are called.""
""It's the name of the Prophet's daughter ,"" Fatima said","{'neg': 0.047, 'neu': 0.815, 'pos': 0.138, 'compound': 0.8439}",0.138,0.047,0.815,0.8439
"""The invaders carried
the name everywhere."" The beautiful girl spoke of the invaders with pride.","{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.743}",0.326,0.0,0.674,0.743
"The Englishman prodded him, and the boy asked her about the man who
cured people's illnesses.
""That's the man who knows all the secrets of the world,"" she said","{'neg': 0.103, 'neu': 0.897, 'pos': 0.0, 'compound': -0.4939}",0.0,0.103,0.897,-0.4939
"""He
communicates with the genies of the desert.""
The genies were the spirits of good and evil","{'neg': 0.197, 'neu': 0.673, 'pos': 0.13, 'compound': -0.3612}",0.13,0.197,0.673,-0.3612
"And the girl pointed to the
south, indicating that it was there the strange man lived","{'neg': 0.107, 'neu': 0.893, 'pos': 0.0, 'compound': -0.2023}",0.0,0.107,0.893,-0.2023
"Then she filled her
vessel with water and left.
The Englishman vanished, too, gone to find the alchemist","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"And the boy sat
there by the well for a long time, remembering that one day in T arifa the
levanter had brought to him the perfume of that woman, and realizing that
he had loved her before he even knew she existed","{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.7184}",0.133,0.0,0.867,0.7184
"He knew that his love for
her would enable him to discover every treasure in the world.
The next day , the boy returned to the well, hoping to see the girl","{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.8834}",0.295,0.0,0.705,0.8834
"T o his
surprise, the Englishman was there, looking out at the desert,
""I waited all afternoon and evening,"" he said","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.2732}",0.104,0.0,0.896,0.2732
"""He appeared with the first
stars of evening","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"I told him what I was seeking, and he asked me if I had
ever transformed lead into gold","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"I told him that was what I had come here to
learn.
""He told me I should try to do so","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"That's all he said: 'Go and try .' ""
The boy didn't say anything","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"The poor Englishman had traveled all this way ,
only to be told that he should repeat what he had already done so many
times.
""So, then try ,"" he said to the Englishman.
""That's what I'm going to do","{'neg': 0.075, 'neu': 0.925, 'pos': 0.0, 'compound': -0.4767}",0.0,0.075,0.925,-0.4767
"I'm going to start now .""
As the Englishman left, Fatima arrived and filled her vessel with water .
""I came to tell you just one thing,"" the boy said","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"""I want you to be my wife.
I love you.""","{'neg': 0.0, 'neu': 0.56, 'pos': 0.44, 'compound': 0.6705}",0.44,0.0,0.56,0.6705
"The girl dropped the container , and the water spilled.
""I'm going to wait here for you every day ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"I have crossed the desert in
search of a treasure that is somewhere near the Pyramids, and for me, the
war seemed a curse","{'neg': 0.268, 'neu': 0.652, 'pos': 0.08, 'compound': -0.7351}",0.08,0.268,0.652,-0.7351
"But now it's a blessing, because it brought me to you.""
""The war is going to end someday ,"" the girl said.
The boy looked around him at the date palms","{'neg': 0.142, 'neu': 0.744, 'pos': 0.114, 'compound': -0.2617}",0.114,0.142,0.744,-0.2617
"He reminded himself that he
had been a shepherd, and that he could be a shepherd again","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"Fatima was
more important than his treasure.
""The tribesmen are always in search of treasure,"" the girl said, as if she had
guessed what he was thinking","{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.5095}",0.147,0.0,0.853,0.5095
"""And the women of the desert are proud of
their tribesmen.""
She refilled her vessel and left.
The boy went to the well every day to meet with Fatima","{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.6369}",0.161,0.0,0.839,0.6369
"He told her about
his life as a shepherd, about the king, and about the crystal shop","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"They
became friends, and except for the fifteen minutes he spent with her , each
day seemed that it would never pass","{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.4767}",0.134,0.0,0.866,0.4767
"When he had been at the oasis for
almost a month, the leader of the caravan called a meeting of all of the
people traveling with him.
""We don't know when the war will end, so we can't continue our journey ,""
he said","{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.5994}",0.0,0.087,0.913,-0.5994
"""The battles may last for a long time, perhaps even years","{'neg': 0.224, 'neu': 0.776, 'pos': 0.0, 'compound': -0.3818}",0.0,0.224,0.776,-0.3818
"There are
powerful forces on both sides, and the war is important to both armies","{'neg': 0.19, 'neu': 0.585, 'pos': 0.224, 'compound': -0.0772}",0.224,0.19,0.585,-0.0772
"It's
not a battle of good against evil","{'neg': 0.524, 'neu': 0.308, 'pos': 0.168, 'compound': -0.683}",0.168,0.524,0.308,-0.683
"It's a war between forces that are fighting
for the balance of power , and, when that type of battle begins, it lasts longer
than others—because Allah is on both sides.""
The people went back to where they were living, and the boy went to meet
with Fatima that afternoon","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.8402}",0.0,0.167,0.833,-0.8402
He told her about the morning's meeting,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"""The
day after we met,"" Fatima said, ""you told me that you loved me","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5994}",0.231,0.0,0.769,0.5994
"Then, you
taught me something of the universal language and the Soul of the W orld.
Because of that, I have become a part of you.""","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"The boy listened to the sound of her voice, and thought it to be more
beautiful than the sound of the wind in the date palms.
""I have been waiting for you here at this oasis for a long time","{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.6361}",0.099,0.0,0.901,0.6361
"I have
forgotten about my past, about my traditions, and the way in which men of
the desert expect women to behave","{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.2263}",0.0,0.087,0.913,-0.2263
"Ever since I was a child, I have
dreamed that the desert would bring me a wonderful present","{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.5719}",0.222,0.0,0.778,0.5719
"Now , my
present has arrived, and it's you.""
The boy wanted to take her hand","{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.4939}",0.186,0.0,0.814,0.4939
"But Fatima's hands held to the handles of
her jug.
""You have told me about your dreams, about the old king and your treasure.
And you've told me about omens","{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.7469}",0.185,0.0,0.815,0.7469
"So now , I fear nothing, because it was
those omens that brought you to me","{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.539}",0.0,0.211,0.789,-0.539
"And I am a part of your dream, a part
of your destiny , as you call it.
""That's why I want you to continue toward your goal","{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.3182}",0.136,0.0,0.864,0.3182
"If you have to wait
until the war is over , then wait","{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.5994}",0.0,0.262,0.738,-0.5994
"But if you have to go before then, go on in
pursuit of your dream","{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.3612}",0.152,0.0,0.848,0.3612
"The dunes are changed by the wind, but the desert
never changes","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"That's the way it will be with our love for each other .
""Maktub,"" she said","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6369}",0.231,0.0,0.769,0.6369
"""If I am really a part of your dream, you'll come back
one day .""
The boy was sad as he left her that day ","{'neg': 0.119, 'neu': 0.805, 'pos': 0.077, 'compound': -0.2732}",0.077,0.119,0.805,-0.2732
